outcome,weight_class,f1_name,f2_name,winner,loser,method,method_details,end_round,time,total_time
win,Heavyweight,rodrigo nascimento,tanner boser,rodrigo nascimento,tanner boser,S-DEC,,3,5:00,900.0
win,Middleweight,anthony hernandez,marc-andre barriault,anthony hernandez,marc-andre barriault,SUB,Arm Triangle,3,1:53,713.0
win,Featherweight,damon jackson,pat sabatini,damon jackson,pat sabatini,KO/TKO,Punches,1,1:09,69.0
win,Welterweight,trevin giles,louis cosce,trevin giles,louis cosce,U-DEC,,3,5:00,900.0
win,Women's Strawweight,loma lookboonmee,denise gomes,loma lookboonmee,denise gomes,U-DEC,,3,5:00,900.0
win,Lightweight,trey ogden,daniel zellhuber,trey ogden,daniel zellhuber,U-DEC,,3,5:00,900.0
win,Women's Flyweight,gillian robertson,mariya agapova,gillian robertson,mariya agapova,SUB,Rear Naked Choke,2,2:19,439.0
win,Bantamweight,javid basharat,tony gravely,javid basharat,tony gravely,U-DEC,,3,5:00,900.0
win,Lightweight,nikolas motta,cameron vancamp,nikolas motta,cameron vancamp,KO/TKO,Punch,1,3:49,229.0
win,Women's Flyweight,alexa grasso,viviane araujo,alexa grasso,viviane araujo,U-DEC,,5,5:00,1500.0
win,Bantamweight,jonathan martinez,cub swanson,jonathan martinez,cub swanson,KO/TKO,Kick,2,4:19,559.0
win,Middleweight,dusko todorovic,jordan wright,dusko todorovic,jordan wright,KO/TKO,Elbows,2,3:12,492.0
win,Bantamweight,raphael assuncao,victor henry,raphael assuncao,victor henry,U-DEC,,3,5:00,900.0
win,Light Heavyweight,alonzo menifield,misha cirkunov,alonzo menifield,misha cirkunov,KO/TKO,Punch,1,1:28,88.0
win,Bantamweight,mana martinez,brandon davis,mana martinez,brandon davis,S-DEC,,3,5:00,900.0
win,Middleweight,jacob malkoun,nick maximov,jacob malkoun,nick maximov,U-DEC,,3,5:00,900.0
win,Featherweight,joanderson brito,lucas alexander,joanderson brito,lucas alexander,SUB,Rear Naked Choke,1,2:02,122.0
win,Women's Strawweight,piera rodriguez,sam hughes,piera rodriguez,sam hughes,U-DEC,,3,5:00,900.0
win,Flyweight,tatsuro taira,cj vergara,tatsuro taira,cj vergara,SUB,Armbar,2,4:19,559.0
win,Welterweight,pete rodriguez,mike jackson,pete rodriguez,mike jackson,KO/TKO,Knee,1,1:33,93.0
win,Women's Strawweight,yan xiaonan,mackenzie dern,yan xiaonan,mackenzie dern,M-DEC,,5,5:00,1500.0
win,Welterweight,randy brown,francisco trinaldo,randy brown,francisco trinaldo,U-DEC,,3,5:00,900.0
win,Bantamweight,raoni barcelos,trevin jones,raoni barcelos,trevin jones,U-DEC,,3,5:00,900.0
win,Featherweight,sodiq yusuff,don shainis,sodiq yusuff,don shainis,SUB,Guillotine Choke,1,0:30,30.0
win,Lightweight,mike davis,viacheslav borshchev,mike davis,viacheslav borshchev,U-DEC,,3,5:00,900.0
win,Catch Weight,daniel santos,john castaneda,daniel santos,john castaneda,KO/TKO,Knee,2,4:28,568.0
win,Heavyweight,ilir latifi,aleksei oleinik,ilir latifi,aleksei oleinik,U-DEC,,3,5:00,900.0
win,Lightweight,joaquim silva,jesse ronson,joaquim silva,jesse ronson,KO/TKO,Flying Knee,2,3:08,488.0
win,Middleweight,brendan allen,krzysztof jotko,brendan allen,krzysztof jotko,SUB,Rear Naked Choke,1,4:17,257.0
win,Catch Weight,chelsea chandler,julija stoliarenko,chelsea chandler,julija stoliarenko,KO/TKO,Punches,1,4:15,255.0
win,Bantamweight,guido cannetti,randy costa,guido cannetti,randy costa,SUB,Rear Naked Choke,1,1:04,64.0
win,Lightweight,islam makhachev,charles oliveira,islam makhachev,charles oliveira,SUB,Arm Triangle,2,3:16,496.0
win,Bantamweight,aljamain sterling,tj dillashaw,aljamain sterling,tj dillashaw,KO/TKO,Punches,2,3:44,524.0
win,Bantamweight,sean o'malley,petr yan,sean o'malley,petr yan,S-DEC,,3,5:00,900.0
win,Lightweight,beneil dariush,mateusz gamrot,beneil dariush,mateusz gamrot,U-DEC,,3,5:00,900.0
win,Women's Flyweight,manon fiorot,katlyn cerminara,manon fiorot,katlyn cerminara,U-DEC,,3,5:00,900.0
win,Welterweight,belal muhammad,sean brady,belal muhammad,sean brady,KO/TKO,Punches,2,4:47,587.0
win,Middleweight,caio borralho,makhmud muradov,caio borralho,makhmud muradov,U-DEC,,3,5:00,900.0
win,Light Heavyweight,nikita krylov,volkan oezdemir,nikita krylov,volkan oezdemir,U-DEC,,3,5:00,900.0
win,Welterweight,abubakar nurmagomedov,gadzhi omargadzhiev,abubakar nurmagomedov,gadzhi omargadzhiev,U-DEC,,3,5:00,900.0
win,Middleweight,armen petrosyan,aj dobson,armen petrosyan,aj dobson,U-DEC,,3,5:00,900.0
win,Flyweight,muhammad mokaev,malcolm gordon,muhammad mokaev,malcolm gordon,SUB,Armbar,3,4:26,866.0
win,Women's Bantamweight,karol rosa,lina lansberg,karol rosa,lina lansberg,M-DEC,,3,5:00,900.0
win,Women's Strawweight,amanda lemos,marina rodriguez,amanda lemos,marina rodriguez,KO/TKO,Punches,3,0:54,654.0
win,Welterweight,neil magny,daniel rodriguez,neil magny,daniel rodriguez,SUB,D'Arce Choke,3,3:33,813.0
win,Featherweight,shayilan nuerdanbieke,darrick minner,shayilan nuerdanbieke,darrick minner,KO/TKO,Elbows,1,1:07,67.0
win,Flyweight,tagir ulanbekov,nate maness,tagir ulanbekov,nate maness,SUB,Guillotine Choke,1,2:11,131.0
win,Lightweight,grant dawson,mark madsen,grant dawson,mark madsen,SUB,Rear Naked Choke,3,2:05,725.0
win,Women's Flyweight,miranda maverick,shanna young,miranda maverick,shanna young,U-DEC,,3,5:00,900.0
win,Bantamweight,mario bautista,benito lopez,mario bautista,benito lopez,SUB,Triangle Armbar,1,4:54,294.0
win,Women's Strawweight,polyana viana,jinh yu frey,polyana viana,jinh yu frey,KO/TKO,Punches,1,0:47,47.0
win,Bantamweight,johnny munoz,liudvik sholinian,johnny munoz,liudvik sholinian,U-DEC,,3,5:00,900.0
win,Flyweight,jake hadley,carlos candelario,jake hadley,carlos candelario,SUB,Triangle Choke,2,2:39,459.0
win,Women's Bantamweight,tamires vidal,ramona pascual,tamires vidal,ramona pascual,KO/TKO,Flying Knee,1,3:06,186.0
win,Featherweight,arnold allen,calvin kattar,arnold allen,calvin kattar,KO/TKO,,2,0:08,308.0
win,Welterweight,max griffin,tim means,max griffin,tim means,S-DEC,,3,5:00,900.0
win,Heavyweight,waldo cortes-acosta,jared vanderaa,waldo cortes-acosta,jared vanderaa,U-DEC,,3,5:00,900.0
win,Middleweight,tresean gore,josh fremd,tresean gore,josh fremd,SUB,Guillotine Choke,2,0:49,349.0
win,Light Heavyweight,khalil rountree jr.,dustin jacoby,khalil rountree jr.,dustin jacoby,S-DEC,,3,5:00,900.0
win,Middleweight,roman dolidze,phil hawes,roman dolidze,phil hawes,KO/TKO,Punches,1,4:09,249.0
win,Heavyweight,marcos rogerio de lima,andrei arlovski,marcos rogerio de lima,andrei arlovski,SUB,Rear Naked Choke,1,1:50,110.0
win,Middleweight,junyong park,joseph holmes,junyong park,joseph holmes,SUB,Rear Naked Choke,2,3:04,484.0
win,Featherweight,steve garcia,chase hooper,steve garcia,chase hooper,KO/TKO,Punches,1,1:32,92.0
win,Flyweight,cody durden,carlos mota,cody durden,carlos mota,U-DEC,,3,5:00,900.0
win,Bantamweight,christian rodriguez,joshua weems,christian rodriguez,joshua weems,SUB,Anaconda Choke,1,4:07,247.0
win,Light Heavyweight,kennedy nzechukwu,ion cutelaba,kennedy nzechukwu,ion cutelaba,KO/TKO,Knee,2,1:02,362.0
win,Heavyweight,waldo cortes-acosta,chase sherman,waldo cortes-acosta,chase sherman,U-DEC,,3,5:00,900.0
win,Welterweight,muslim salikhov,andre fialho,muslim salikhov,andre fialho,KO/TKO,Kick,3,1:03,663.0
win,Welterweight,jack della maddalena,danny roberts,jack della maddalena,danny roberts,KO/TKO,Punches,1,3:24,204.0
win,Flyweight,charles johnson,zhalgas zhumagulov,charles johnson,zhalgas zhumagulov,S-DEC,,3,5:00,900.0
win,Women's Flyweight,jennifer maia,maryna moroz,jennifer maia,maryna moroz,U-DEC,,3,5:00,900.0
win,Bantamweight,miles johns,vince morales,miles johns,vince morales,U-DEC,,3,5:00,900.0
win,Bantamweight,ricky turcios,kevin natividad,ricky turcios,kevin natividad,S-DEC,,3,5:00,900.0
win,Women's Strawweight,vanessa demopoulos,maria oliveira,vanessa demopoulos,maria oliveira,U-DEC,,3,5:00,900.0
win,Bantamweight,brady hiestand,fernie garcia,brady hiestand,fernie garcia,U-DEC,,3,5:00,900.0
win,Women's Flyweight,natalia silva,tereza bleda,natalia silva,tereza bleda,KO/TKO,Spinning Back Kick,3,1:27,687.0
win,Middleweight,alex pereira,israel adesanya,alex pereira,israel adesanya,KO/TKO,Punches,5,2:01,1321.0
win,Women's Strawweight,zhang weili,carla esparza,zhang weili,carla esparza,SUB,Rear Naked Choke,2,1:05,365.0
win,Lightweight,dustin poirier,michael chandler,dustin poirier,michael chandler,SUB,Rear Naked Choke,3,2:00,720.0
win,Bantamweight,chris gutierrez,frankie edgar,chris gutierrez,frankie edgar,KO/TKO,Knee,1,2:01,121.0
win,Lightweight,dan hooker,claudio puelles,dan hooker,claudio puelles,KO/TKO,Kick,2,4:06,546.0
win,Lightweight,renato moicano,brad riddell,renato moicano,brad riddell,SUB,Rear Naked Choke,1,3:20,200.0
win,Light Heavyweight,ryan spann,dominick reyes,ryan spann,dominick reyes,KO/TKO,Punch,1,1:20,80.0
win,Women's Flyweight,erin blanchfield,molly mccann,erin blanchfield,molly mccann,SUB,Kimura,1,3:37,217.0
win,Middleweight,andre petroski,wellington turman,andre petroski,wellington turman,U-DEC,,3,5:00,900.0
win,Lightweight,matt frevola,ottman azaitar,matt frevola,ottman azaitar,KO/TKO,Punch,1,2:30,150.0
win,Women's Strawweight,karolina kowalkiewicz,silvana gomez juarez,karolina kowalkiewicz,silvana gomez juarez,U-DEC,,3,5:00,900.0
win,Featherweight,michael trizano,seungwoo choi,michael trizano,seungwoo choi,KO/TKO,Punch,1,4:51,291.0
win,Bantamweight,montel jackson,julio arce,montel jackson,julio arce,U-DEC,,3,5:00,900.0
win,Light Heavyweight,carlos ulberg,nicolae negumereanu,carlos ulberg,nicolae negumereanu,KO/TKO,Punch,1,3:44,224.0
draw,Light Heavyweight,jan blachowicz,magomed ankalaev,,,S-DEC,,5,5:00,1500.0
win,Lightweight,paddy pimblett,jared gordon,paddy pimblett,jared gordon,U-DEC,,3,5:00,900.0
win,Catch Weight,santiago ponzinibbio,alex morono,santiago ponzinibbio,alex morono,KO/TKO,Punches,3,2:29,749.0
win,Middleweight,dricus du plessis,darren till,dricus du plessis,darren till,SUB,Neck Crank,3,2:43,763.0
win,Featherweight,ilia topuria,bryce mitchell,ilia topuria,bryce mitchell,SUB,Arm Triangle,2,3:10,490.0
win,Bantamweight,raul rosas jr.,jay perrin,raul rosas jr.,jay perrin,SUB,Neck Crank,1,2:44,164.0
win,Heavyweight,jairzinho rozenstruik,chris daukaus,jairzinho rozenstruik,chris daukaus,KO/TKO,Punch,1,0:23,23.0
win,Middleweight,edmen shahbazyan,dalcha lungiambula,edmen shahbazyan,dalcha lungiambula,KO/TKO,Punches,2,4:41,581.0
win,Middleweight,chris curtis,joaquin buckley,chris curtis,joaquin buckley,KO/TKO,Punch,2,2:49,469.0
win,Featherweight,billy quarantillo,alexander hernandez,billy quarantillo,alexander hernandez,KO/TKO,Punches,2,4:30,570.0
win,Featherweight,tj brown,erik silva,tj brown,erik silva,SUB,Arm Triangle,3,3:41,821.0
win,Bantamweight,cameron saaiman,steven koslow,cameron saaiman,steven koslow,KO/TKO,Punches,3,4:13,853.0
win,Light Heavyweight,sean strickland,nassourdine imavov,sean strickland,nassourdine imavov,U-DEC,,5,5:00,1500.0
win,Featherweight,dan ige,damon jackson,dan ige,damon jackson,KO/TKO,Punch,2,4:13,553.0
win,Middleweight,roman kopylov,punahele soriano,roman kopylov,punahele soriano,KO/TKO,Kick,2,3:19,499.0
win,Women's Bantamweight,raquel pennington,ketlen vieira,raquel pennington,ketlen vieira,S-DEC,,3,5:00,900.0
win,Bantamweight,umar nurmagomedov,raoni barcelos,umar nurmagomedov,raoni barcelos,KO/TKO,Punch,1,4:40,280.0
win,Bantamweight,javid basharat,mateus mendonca,javid basharat,mateus mendonca,U-DEC,,3,5:00,900.0
win,Middleweight,abdul razak alhassan,claudio ribeiro,abdul razak alhassan,claudio ribeiro,KO/TKO,Punches,2,0:28,328.0
win,Lightweight,mateusz rebecki,nick fiore,mateusz rebecki,nick fiore,U-DEC,,3,5:00,900.0
win,Flyweight,allan nascimento,carlos hernandez,allan nascimento,carlos hernandez,SUB,Rear Naked Choke,1,3:16,196.0
win,Featherweight,dan argueta,nick aguirre,dan argueta,nick aguirre,U-DEC,,3,5:00,900.0
win,Flyweight,charles johnson,jimmy flick,charles johnson,jimmy flick,KO/TKO,Punches,1,4:33,273.0
win,Welterweight,stephen thompson,kevin holland,stephen thompson,kevin holland,KO/TKO,,4,5:00,1200.0
win,Welterweight,rafael dos anjos,bryan barberena,rafael dos anjos,bryan barberena,SUB,Rear Naked Choke,2,3:20,500.0
win,Flyweight,matheus nicolau,matt schnell,matheus nicolau,matt schnell,KO/TKO,Punch,2,1:44,404.0
win,Heavyweight,sergei pavlovich,tai tuivasa,sergei pavlovich,tai tuivasa,KO/TKO,Punches,1,0:54,54.0
win,Middleweight,roman dolidze,jack hermansson,roman dolidze,jack hermansson,KO/TKO,Punches,2,4:06,546.0
win,Middleweight,eryk anders,kyle daukaus,eryk anders,kyle daukaus,KO/TKO,Punches,2,2:45,465.0
win,Welterweight,phil rowe,niko price,phil rowe,niko price,KO/TKO,Punches,3,3:26,806.0
win,Women's Strawweight,angela hill,emily ducote,angela hill,emily ducote,U-DEC,,3,5:00,900.0
win,Lightweight,clay guida,scott holtzman,clay guida,scott holtzman,S-DEC,,3,5:00,900.0
win,Lightweight,michael johnson,marc diakiese,michael johnson,marc diakiese,U-DEC,,3,5:00,900.0
win,Middleweight,jared cannonier,sean strickland,jared cannonier,sean strickland,S-DEC,,5,5:00,1500.0
win,Lightweight,arman tsarukyan,damir ismagulov,arman tsarukyan,damir ismagulov,U-DEC,,3,5:00,900.0
win,Flyweight,amir albazi,alessandro costa,amir albazi,alessandro costa,KO/TKO,Punch,3,2:13,733.0
win,Featherweight,alex caceres,julian erosa,alex caceres,julian erosa,KO/TKO,Kick,1,3:04,184.0
win,Lightweight,drew dober,king green,drew dober,king green,KO/TKO,Punch,2,2:45,465.0
win,Middleweight,michal oleksiejczuk,cody brundage,michal oleksiejczuk,cody brundage,KO/TKO,Punch,1,3:16,196.0
win,Women's Strawweight,cory mckenna,cheyanne vlismas,cory mckenna,cheyanne vlismas,U-DEC,,3,5:00,900.0
win,Welterweight,matthew semelsberger,jake matthews,matthew semelsberger,jake matthews,U-DEC,,3,5:00,900.0
win,Bantamweight,said nurmagomedov,saidyokub kakhramonov,said nurmagomedov,saidyokub kakhramonov,SUB,Guillotine Choke,2,3:50,530.0
win,Lightweight,rafa garcia,maheshate,rafa garcia,maheshate,U-DEC,,3,5:00,900.0
win,Welterweight,rinat fakhretdinov,bryan battle,rinat fakhretdinov,bryan battle,U-DEC,,3,5:00,900.0
win,Flyweight,manel kape,david dvorak,manel kape,david dvorak,U-DEC,,3,5:00,900.0
win,Bantamweight,sergey morozov,journey newson,sergey morozov,journey newson,U-DEC,,3,5:00,900.0
win,Featherweight,jonathan pearce,darren elkins,jonathan pearce,darren elkins,U-DEC,,3,5:00,900.0
win,Lightweight,natan levy,genaro valdez,natan levy,genaro valdez,U-DEC,,3,5:00,900.0
win,Featherweight,francis marshall,marcelo rojo,francis marshall,marcelo rojo,KO/TKO,Punch,2,1:14,374.0
win,Women's Strawweight,yazmin jauregui,istela nunes,yazmin jauregui,istela nunes,KO/TKO,Punches,2,4:06,546.0
win,Heavyweight,serghei spivac,derrick lewis,serghei spivac,derrick lewis,SUB,Arm Triangle,1,3:05,185.0
win,Light Heavyweight,devin clark,da woon jung,devin clark,da woon jung,U-DEC,,3,5:00,900.0
win,Heavyweight,marcin tybura,blagoy ivanov,marcin tybura,blagoy ivanov,U-DEC,,3,5:00,900.0
draw,Featherweight,dooho choi,kyle nelson,,,M-DEC,,3,5:00,900.0
win,Welterweight,adam fugitt,yusaku kinoshita,adam fugitt,yusaku kinoshita,KO/TKO,Elbows,1,4:36,276.0
win,Lightweight,anshul jubli,jeka saragih,anshul jubli,jeka saragih,KO/TKO,Elbows,2,3:44,524.0
win,Featherweight,jeongyeong lee,yizha,jeongyeong lee,yizha,S-DEC,,3,5:00,900.0
win,Bantamweight,rinya nakamura,toshiomi kazama,rinya nakamura,toshiomi kazama,KO/TKO,Punch,1,0:33,33.0
win,Flyweight,hyunsung park,seungguk choi,hyunsung park,seungguk choi,SUB,Rear Naked Choke,3,3:11,791.0
win,Middleweight,junyong park,denis tiuliulin,junyong park,denis tiuliulin,SUB,Rear Naked Choke,1,4:05,245.0
win,Flyweight,tatsuro taira,jesus aguilar,tatsuro taira,jesus aguilar,SUB,Triangle Armbar,1,4:20,260.0
win,Lightweight,islam makhachev,alexander volkanovski,islam makhachev,alexander volkanovski,U-DEC,,5,5:00,1500.0
win,Featherweight,yair rodriguez,josh emmett,yair rodriguez,josh emmett,SUB,Triangle Choke,2,4:19,559.0
win,Welterweight,jack della maddalena,randy brown,jack della maddalena,randy brown,SUB,Rear Naked Choke,1,2:13,133.0
win,Heavyweight,justin tafa,parker porter,justin tafa,parker porter,KO/TKO,Punch,1,1:06,66.0
draw,Light Heavyweight,jimmy crute,alonzo menifield,,,M-DEC,,3,5:00,900.0
win,Light Heavyweight,modestas bukauskas,tyson pedro,modestas bukauskas,tyson pedro,U-DEC,,3,5:00,900.0
win,Featherweight,josh culibao,melsik baghdasaryan,josh culibao,melsik baghdasaryan,SUB,Rear Naked Choke,2,2:02,422.0
win,Flyweight,kleydson rodrigues,shannon ross,kleydson rodrigues,shannon ross,KO/TKO,Punches,1,0:59,59.0
win,Lightweight,jamie mullarkey,francisco prado,jamie mullarkey,francisco prado,U-DEC,,3,5:00,900.0
win,Featherweight,jack jenkins,don shainis,jack jenkins,don shainis,U-DEC,,3,5:00,900.0
win,Women's Strawweight,loma lookboonmee,elise reed,loma lookboonmee,elise reed,SUB,Rear Naked Choke,2,0:44,344.0
win,Featherweight,blake bilder,shane young,blake bilder,shane young,U-DEC,,3,5:00,900.0
win,Lightweight,elves brener,zubaira tukhugov,elves brener,zubaira tukhugov,S-DEC,,3,5:00,900.0
win,Light Heavyweight,jamahal hill,glover teixeira,jamahal hill,glover teixeira,U-DEC,,5,5:00,1500.0
win,Flyweight,brandon moreno,deiveson figueiredo,brandon moreno,deiveson figueiredo,KO/TKO,,3,5:00,900.0
win,Welterweight,gilbert burns,neil magny,gilbert burns,neil magny,SUB,Arm Triangle,1,4:15,255.0
win,Women's Flyweight,jessica andrade,lauren murphy,jessica andrade,lauren murphy,U-DEC,,3,5:00,900.0
win,Light Heavyweight,johnny walker,paul craig,johnny walker,paul craig,KO/TKO,Punches,1,2:16,136.0
win,Light Heavyweight,ihor potieria,mauricio rua,ihor potieria,mauricio rua,KO/TKO,Punches,1,4:05,245.0
win,Middleweight,brunno ferreira,gregory rodrigues,brunno ferreira,gregory rodrigues,KO/TKO,Punch,1,4:13,253.0
win,Lightweight,thiago moises,melquizael costa,thiago moises,melquizael costa,SUB,Rear Naked Choke,2,4:05,545.0
win,Welterweight,gabriel bonfim,mounir lazzez,gabriel bonfim,mounir lazzez,SUB,Guillotine Choke,1,0:49,49.0
win,Heavyweight,jailton almeida,shamil abdurakhimov,jailton almeida,shamil abdurakhimov,KO/TKO,Punches,2,2:56,476.0
win,Bantamweight,cody stamann,luan lacerda,cody stamann,luan lacerda,U-DEC,,3,5:00,900.0
win,Lightweight,ismael bonfim,terrance mckinney,ismael bonfim,terrance mckinney,KO/TKO,Flying Knee,2,2:17,437.0
win,Welterweight,nicolas dalby,warlley alves,nicolas dalby,warlley alves,S-DEC,,3,5:00,900.0
win,Women's Featherweight,josiane nunes,zarah fairn,josiane nunes,zarah fairn,U-DEC,,3,5:00,900.0
win,Bantamweight,daniel marcos,saimon oliveira,daniel marcos,saimon oliveira,KO/TKO,Knees,2,2:18,438.0
win,Women's Flyweight,erin blanchfield,jessica andrade,erin blanchfield,jessica andrade,SUB,Rear Naked Choke,2,1:37,397.0
win,Light Heavyweight,zac pauga,jordan wright,zac pauga,jordan wright,U-DEC,,3,5:00,900.0
win,Heavyweight,jamal pogues,josh parisian,jamal pogues,josh parisian,U-DEC,,3,5:00,900.0
win,Light Heavyweight,marcin prachnio,william knight,marcin prachnio,william knight,U-DEC,,3,5:00,900.0
win,Lightweight,alexander hernandez,jim miller,alexander hernandez,jim miller,U-DEC,,3,5:00,900.0
win,Lightweight,nazim sadykhov,evan elder,nazim sadykhov,evan elder,KO/TKO,,3,0:38,638.0
win,Women's Bantamweight,mayra bueno silva,lina lansberg,mayra bueno silva,lina lansberg,SUB,Kneebar,2,4:45,585.0
win,Featherweight,jamall emmers,khusein askhabov,jamall emmers,khusein askhabov,U-DEC,,3,5:00,900.0
win,Light Heavyweight,philipe lins,ovince saint preux,philipe lins,ovince saint preux,KO/TKO,Punch,1,0:49,49.0
win,Welterweight,aj fletcher,themba gorimbo,aj fletcher,themba gorimbo,SUB,Guillotine Choke,2,1:37,397.0
win,Flyweight,clayton carpenter,juancamilo ronderos,clayton carpenter,juancamilo ronderos,SUB,Rear Naked Choke,1,3:13,193.0
win,Middleweight,brendan allen,andre muniz,brendan allen,andre muniz,SUB,Rear Naked Choke,3,4:25,865.0
win,Heavyweight,augusto sakai,don'tale mayes,augusto sakai,don'tale mayes,U-DEC,,3,5:00,900.0
win,Women's Flyweight,tatiana suarez,montana de la rosa,tatiana suarez,montana de la rosa,SUB,Guillotine Choke,2,2:51,471.0
win,Welterweight,mike malott,yohan lainesse,mike malott,yohan lainesse,SUB,Arm Triangle,1,4:15,255.0
win,Lightweight,trevor peek,erick gonzalez,trevor peek,erick gonzalez,KO/TKO,Punch,1,4:59,299.0
